,distance,OrderID,WebsiteID,OrderDate,Courier,ProductsExVAT,DeliveryExVAT,DateDespatched,DeliveryCost,Weight,Volume (m3),Pallets,id,Outward Code,Country,latitude,longitude,Cluster Label
632,12.55,2290936,900480,13/04/2023,DX Express,41.04,27.17,13/04/2023,6.77,10,0.01625,0.015625,1453,LE10,United Kingdom,52.518598,-1.349618,2
633,36.9,2281854,49181,03/04/2023,MFS,515.69,0,03/04/2023,76.73,207.15,2.014415143,1.168214286,1833,NN18,United Kingdom,52.477116,-0.696431,4
634,36.9,2293278,274440,17/04/2023,DX Freight,253.16,19.99,17/04/2023,30.56,70.5,0.3662,0.355555556,1833,NN18,United Kingdom,52.477116,-0.696431,4
635,36.9,2279472,322820,30/03/2023,DX Freight,90.09,32.33,30/03/2023,11.02,18.9,1.4112,0.75,1833,NN18,United Kingdom,52.477116,-0.696431,4
636,36.9,2280802,322820,31/03/2023,DX Freight,294.18,19.99,31/03/2023,27.72,63,4.704,2.5,1833,NN18,United Kingdom,52.477116,-0.696431,4
637,36.9,2284208,322820,04/04/2023,DX Freight,123.45,19.99,04/04/2023,22.96,51,0.082686,0.1,1833,NN18,United Kingdom,52.477116,-0.696431,4
638,36.9,2285691,322820,05/04/2023,DX Freight,307.18,19.99,05/04/2023,28.37,64.5,4.709,2.51,1833,NN18,United Kingdom,52.477116,-0.696431,4
639,36.9,2288669,322820,11/04/2023,DX Express,127.98,19.99,11/04/2023,10.5,31.08,0.068571429,0.057142857,1833,NN18,United Kingdom,52.477116,-0.696431,4
640,36.9,2291240,322820,13/04/2023,DX Express,44.49,27.17,13/04/2023,6.77,17,0.027562,0.033333333,1833,NN18,United Kingdom,52.477116,-0.696431,4
641,36.9,2292573,322820,14/04/2023,DX Freight,473.5,19.99,14/04/2023,60.22,148,4.84181,2.666666667,1833,NN18,United Kingdom,52.477116,-0.696431,4
642,36.9,2298150,322820,20/04/2023,DX Freight,174.06,19.99,20/04/2023,17.86,37.8,2.8224,1.5,1833,NN18,United Kingdom,52.477116,-0.696431,4
643,36.9,2286899,549887,06/04/2023,DX Freight,79.4,12.29,06/04/2023,10.97,18,0.4026,0.208333333,1833,NN18,United Kingdom,52.477116,-0.696431,4
644,36.9,2289682,566169,12/04/2023,DX Freight,112.1,0,12/04/2023,19.01,40.4,0.607,0.238095238,1833,NN18,United Kingdom,52.477116,-0.696431,4
645,36.9,2292561,566169,14/04/2023,DX Freight,112.1,0,14/04/2023,19.01,40.4,0.607,0.238095238,1833,NN18,United Kingdom,52.477116,-0.696431,4
646,36.9,2297953,566169,20/04/2023,DX Freight,224.2,0,20/04/2023,34.41,80.8,1.214,0.476190476,1833,NN18,United Kingdom,52.477116,-0.696431,4
647,36.9,2277355,760641,28/03/2023,DX Freight,207.7,0,28/03/2023,33.16,76.38,0.424484,0.317063492,1833,NN18,United Kingdom,52.477116,-0.696431,4
648,36.9,2280454,761838,31/03/2023,DX Freight,210.74,0,31/03/2023,18.4,38.13,0.37777,0.19273183,1833,NN18,United Kingdom,52.477116,-0.696431,4
649,19.5,2280694,50656,31/03/2023,DX Freight,284.4,0,31/03/2023,27.72,63,4.704,2.5,118,B96,United Kingdom,52.264208,-1.973759,0
650,19.5,2299385,901624,22/04/2023,MFS,226.95,0,24/04/2023,34.46,125,0.03136,0.208333333,118,B96,United Kingdom,52.264208,-1.973759,0
651,26.8,2287740,51674,11/04/2023,DX Freight,152.7,0,11/04/2023,20.55,45,0.132,0.083333333,2932,WV2,United Kingdom,52.577194,-2.118693,1
652,26.8,2282603,367428,03/04/2023,MFS,291.6,0,03/04/2023,34.46,145.2,0.264,0.166666667,2932,WV2,United Kingdom,52.577194,-2.118693,1
653,26.8,2294741,367428,18/04/2023,Split,251.37,0,18/04/2023,45.38,123.35,0.7863,0.388888889,2932,WV2,United Kingdom,52.577194,-2.118693,1
654,26.8,2283671,416730,04/04/2023,DX Express,133.86,0,04/04/2023,9.59,29,0.05256,0.042460317,2932,WV2,United Kingdom,52.577194,-2.118693,1
655,26.8,2276602,570584,28/03/2023,DX Freight,64.4,12.34,28/03/2023,11.02,9,0.9408,0.5,2932,WV2,United Kingdom,52.577194,-2.118693,1
656,26.8,2278382,612963,29/03/2023,DX Freight,83.31,25.83,29/03/2023,23.06,51,0.102666,0.075,2932,WV2,United Kingdom,52.577194,-2.118693,1
657,26.8,2288361,612963,11/04/2023,DX Freight,461.3,0,11/04/2023,29.79,69,3.721,2.5,2932,WV2,United Kingdom,52.577194,-2.118693,1
658,26.8,2288954,647330,11/04/2023,MFS,240.14,0,12/04/2023,34.46,101.8,0.09722,0.25,2932,WV2,United Kingdom,52.577194,-2.118693,1
659,26.8,2277732,688423,28/03/2023,MFS,779.76,0,29/03/2023,67.54,311.28,3.282588,2.027777778,2932,WV2,United Kingdom,52.577194,-2.118693,1
660,26.8,2281640,694965,02/04/2023,DX Express,38.55,7.21,03/04/2023,6.8,13.52,0.08674,0.059920635,2932,WV2,United Kingdom,52.577194,-2.118693,1
661,26.8,2287964,694965,11/04/2023,DX Express,28.46,7.18,11/04/2023,6.77,9.52,0.06733,0.04047619,2932,WV2,United Kingdom,52.577194,-2.118693,1
662,26.8,2292387,694965,14/04/2023,DX Express,24.6,7.18,14/04/2023,6.77,7.04,0.04356,0.033333333,2932,WV2,United Kingdom,52.577194,-2.118693,1
663,26.8,2277746,741177,28/03/2023,DX Express,31.73,7.21,29/03/2023,6.8,2,0.00545,0.023148148,2932,WV2,United Kingdom,52.577194,-2.118693,1
664,26.8,2282666,767985,03/04/2023,DX Freight,172.64,0,03/04/2023,11.02,6.84,0.2,0.166666667,2932,WV2,United Kingdom,52.577194,-2.118693,1
665,26.8,2292209,802040,14/04/2023,DX Freight,138.5,0,14/04/2023,10.92,5,0,0.065789474,2932,WV2,United Kingdom,52.577194,-2.118693,1
666,26.8,2297305,802040,20/04/2023,MFS,343.8,0,20/04/2023,34.46,97.08,0.220522714,0.166418651,2932,WV2,United Kingdom,52.577194,-2.118693,1
667,26.8,2283226,828178,03/04/2023,DX Express,24.14,7.21,04/04/2023,6.8,8.44,0.05475,0.05,2932,WV2,United Kingdom,52.577194,-2.118693,1
668,26.8,2287326,828178,09/04/2023,DX Express,24.14,7.2,11/04/2023,6.79,8.76,0.05475,0.05,2932,WV2,United Kingdom,52.577194,-2.118693,1
669,26.8,2293026,828178,16/04/2023,DX Express,24.14,7.18,17/04/2023,6.77,8.76,0.05475,0.05,2932,WV2,United Kingdom,52.577194,-2.118693,1
670,26.8,2286585,846286,06/04/2023,DX Freight,152.28,0,06/04/2023,26.05,58.58,0.038944,0.097222222,2932,WV2,United Kingdom,52.577194,-2.118693,1
671,12.51,2287469,51816,10/04/2023,DX Express,25.8,7.2,11/04/2023,6.79,4.68,0.006,0.006666667,117,B95,United Kingdom,52.273603,-1.787085,1
672,12.51,2295667,230000,18/04/2023,MFS,522.4,0,19/04/2023,34.46,158,0.491,0.833333333,117,B95,United Kingdom,52.273603,-1.787085,1
673,12.51,2285307,571529,05/04/2023,DX Freight,81.02,34.44,05/04/2023,12.9,24.16,0.20768,0.14952381,117,B95,United Kingdom,52.273603,-1.787085,1
674,12.51,2292677,900654,14/04/2023,DX Express,9.24,7.18,17/04/2023,6.77,0.94,0.001,0.0005,117,B95,United Kingdom,52.273603,-1.787085,1
675,24.7,2298021,52221,20/04/2023,MFS,675.55,0,20/04/2023,39.15,159.65,1.482255,0.912802128,1452,LE1,United Kingdom,52.63265,-1.128715,2
676,24.7,2276517,203329,28/03/2023,MFS,310.2,0,28/03/2023,34.46,104.5,0.1445,0.15625,1452,LE1,United Kingdom,52.63265,-1.128715,2
677,24.7,2282314,252706,03/04/2023,DX Freight,191.2,19.99,03/04/2023,23.83,53,0.084,0.105263158,1452,LE1,United Kingdom,52.63265,-1.128715,2
678,24.7,2280679,449810,31/03/2023,MFS,229.57,0,31/03/2023,39.15,138.6,2.16843,1.1,1452,LE1,United Kingdom,52.63265,-1.128715,2
679,24.7,2280212,554261,30/03/2023,DX Express,29.7,7.21,30/03/2023,6.8,6.45,0.0402,0.045454545,1452,LE1,United Kingdom,52.63265,-1.128715,2
680,24.7,2285859,554261,05/04/2023,DX Express,15.9,7.2,06/04/2023,6.79,3.2,0.02145,0.022727273,1452,LE1,United Kingdom,52.63265,-1.128715,2
681,24.7,2294033,554261,17/04/2023,DX Express,102.58,0,20/04/2023,7.7,22.05,0.1197,0.167832168,1452,LE1,United Kingdom,52.63265,-1.128715,2
682,24.7,2292201,573928,14/04/2023,DX Freight,103.5,19.99,14/04/2023,20.55,45,0.341625,0.178571429,1452,LE1,United Kingdom,52.63265,-1.128715,2
683,24.7,2283100,593012,03/04/2023,DX Freight,391.98,0,04/04/2023,38.98,95.24,0.312775,0.316145833,1452,LE1,United Kingdom,52.63265,-1.128715,2
684,24.7,2284571,635436,04/04/2023,MFS,1363.49,0,06/04/2023,111.65,493.39,3.98014,2.285542189,1452,LE1,United Kingdom,52.63265,-1.128715,2
685,24.7,2298248,635436,20/04/2023,MFS,1530.48,0,20/04/2023,221.06,1769.32,9.55556,6,1452,LE1,United Kingdom,52.63265,-1.128715,2
686,24.7,2282127,677534,03/04/2023,DX Freight,160.68,19.99,03/04/2023,16.84,34.38,0.36938,0.233134921,1452,LE1,United Kingdom,52.63265,-1.128715,2
687,24.7,2276109,767245,27/03/2023,MFS,229.57,0,27/03/2023,39.15,138.6,2.16843,1.1,1452,LE1,United Kingdom,52.63265,-1.128715,2
688,24.7,2293598,794564,17/04/2023,DX Express,79.2,7.18,17/04/2023,6.77,12.52,0.043632,0.022222222,1452,LE1,United Kingdom,52.63265,-1.128715,2
689,24.7,2296237,835703,19/04/2023,MFS,754.2,0,19/04/2023,39.15,169.2,0.43704,0.19047619,1452,LE1,United Kingdom,52.63265,-1.128715,2
690,24.7,2291301,845071,13/04/2023,MFS,479.56,0,17/04/2023,39.15,109.99,0.59196,0.712051282,1452,LE1,United Kingdom,52.63265,-1.128715,2
691,24.7,2291864,877452,14/04/2023,DX Express,21.33,7.18,14/04/2023,6.77,5.18,0.011428571,0.00952381,1452,LE1,United Kingdom,52.63265,-1.128715,2
692,24.7,2280367,898119,30/03/2023,DX Freight,308.67,0,31/03/2023,38.21,89.74,0.796969,0.502926587,1452,LE1,United Kingdom,52.63265,-1.128715,2
693,24.7,2297178,901175,19/04/2023,DX Express,77.13,7.17,20/04/2023,6.76,17.52,0.13347,0.090694444,1452,LE1,United Kingdom,52.63265,-1.128715,2
694,15.56,2292736,52335,15/04/2023,DX Express,22.44,7.18,17/04/2023,6.77,7.26,0.05736,0.035714286,582,CV13,United Kingdom,52.597673,-1.416553,2
695,15.56,2282391,342767,03/04/2023,DX Express,18.41,7.21,03/04/2023,6.8,11.3,0.022815,0.013888889,582,CV13,United Kingdom,52.597673,-1.416553,2
696,15.56,2293954,586484,17/04/2023,DX Freight,80.7,12.23,17/04/2023,10.92,4.5,0.2775,0.125,582,CV13,United Kingdom,52.597673,-1.416553,2
697,15.56,2278801,733848,29/03/2023,DX Express,63.53,7.21,29/03/2023,6.8,16.99,0.06995,0.072619048,582,CV13,United Kingdom,52.597673,-1.416553,2
698,46.14,2281830,52460,03/04/2023,DX Freight,496.71,19.99,03/04/2023,46.36,110.79,2.337,0.883333333,1681,MK43,United Kingdom,52.1155,-0.56655,4
699,46.14,2294697,52460,18/04/2023,DX Freight,220.62,0,18/04/2023,34.03,79.74,0.132,0.133333333,1681,MK43,United Kingdom,52.1155,-0.56655,4
700,46.14,2280090,116705,30/03/2023,DX Freight,211.6,0,30/03/2023,38.59,90.2,0.9374,0.357142857,1681,MK43,United Kingdom,52.1155,-0.56655,4
701,46.14,2282549,116705,03/04/2023,DX Express,129.75,0,03/04/2023,12.42,37.15,0.0475,0.047419993,1681,MK43,United Kingdom,52.1155,-0.56655,4
702,46.14,2281291,151603,31/03/2023,DX Freight,154.78,0,31/03/2023,19.17,40.04,0.40568,0.108333333,1681,MK43,United Kingdom,52.1155,-0.56655,4
703,46.14,2294173,151603,17/04/2023,DX Freight,176.04,0,17/04/2023,21.71,47.64,0.85356,0.625,1681,MK43,United Kingdom,52.1155,-0.56655,4
704,46.14,2294975,424544,18/04/2023,DX Freight,173.13,0,18/04/2023,13.62,26.83,1.176866524,0.815963955,1681,MK43,United Kingdom,52.1155,-0.56655,4
705,46.14,2285383,562198,05/04/2023,DX Freight,120,19.99,13/04/2023,12.9,24.22,0.599952,0.363756614,1681,MK43,United Kingdom,52.1155,-0.56655,4
706,46.14,2277735,613344,28/03/2023,DX Freight,159.96,0,29/03/2023,19.17,40.06,0.1143,0.069990079,1681,MK43,United Kingdom,52.1155,-0.56655,4
707,46.14,2297752,614995,20/04/2023,MFS,487,19.99,20/04/2023,42.65,119.5,4.38,1,1681,MK43,United Kingdom,52.1155,-0.56655,4
708,46.14,2282816,684597,03/04/2023,MFS,462.6,0,03/04/2023,39.15,131.8,1.2333,0.73968254,1681,MK43,United Kingdom,52.1155,-0.56655,4
709,46.14,2295031,684597,18/04/2023,DX Freight,103.14,0,18/04/2023,17.86,37.92,0.39924,0.214285714,1681,MK43,United Kingdom,52.1155,-0.56655,4
710,46.14,2292597,754410,14/04/2023,DX Freight,106.66,0,14/04/2023,18.24,38.9,0.738224762,0.501587302,1681,MK43,United Kingdom,52.1155,-0.56655,4
711,46.14,2295842,808404,19/04/2023,DX Freight,128.61,0,19/04/2023,18.63,39.55,0.38972,0.253108466,1681,MK43,United Kingdom,52.1155,-0.56655,4
712,46.14,2283297,853845,04/04/2023,DX Express,36.82,8.2,04/04/2023,7.74,22.6,0.04563,0.027777778,1681,MK43,United Kingdom,52.1155,-0.56655,4
713,46.14,2279165,897830,29/03/2023,DX Express,40.35,7.21,30/03/2023,6.8,2.25,0.13875,0.0625,1681,MK43,United Kingdom,52.1155,-0.56655,4
714,46.14,2297092,901334,19/04/2023,DX Freight,169.77,0,20/04/2023,24.79,55.17,0.625444524,0.380687831,1681,MK43,United Kingdom,52.1155,-0.56655,4
715,46.14,2299291,848793,21/04/2023,DX Express,57.78,7.17,24/04/2023,6.76,7.2,0.01925,0.061472715,1681,MK43,United Kingdom,52.1155,-0.56655,4
716,13.16,2285116,52513,05/04/2023,DX Express,45.71,7.2,05/04/2023,6.79,0.99,0.0035,0.02,46,B11,United Kingdom,52.458409,-1.852449,1
717,13.16,2291192,52513,13/04/2023,DX Express,113.68,0,13/04/2023,8.95,26.12,0.036,0.033333333,46,B11,United Kingdom,52.458409,-1.852449,1
718,13.16,2294027,52513,17/04/2023,DX Express,22.28,7.18,17/04/2023,6.77,4.8,0.01,0.011904762,46,B11,United Kingdom,52.458409,-1.852449,1
719,13.16,2291018,150078,13/04/2023,MFS,639.12,0,17/04/2023,67.54,416.16,1.70016,2,46,B11,United Kingdom,52.458409,-1.852449,1
720,13.16,2283853,182173,04/04/2023,MFS,930.04,0,04/04/2023,67.54,392.76,4.5994,2,46,B11,United Kingdom,52.458409,-1.852449,1
721,13.16,2276422,217908,27/03/2023,DX Freight,154.27,0,28/03/2023,27.72,62.88,0.51648,0.319047619,46,B11,United Kingdom,52.458409,-1.852449,1
722,13.16,2282396,254279,03/04/2023,MFS,779.18,0,03/04/2023,98.28,356.37,2.63364,2.274305556,46,B11,United Kingdom,52.458409,-1.852449,1
723,13.16,2282404,254279,03/04/2023,DX Freight,284.4,0,03/04/2023,27.72,63,4.704,2.5,46,B11,United Kingdom,52.458409,-1.852449,1
724,13.16,2286756,254279,06/04/2023,MFS,1422.4,0,06/04/2023,162.16,639.22,5.798455,4.262437169,46,B11,United Kingdom,52.458409,-1.852449,1
725,13.16,2286794,254279,06/04/2023,DX Freight,284.4,0,06/04/2023,27.6,63,4.704,2.5,46,B11,United Kingdom,52.458409,-1.852449,1
726,13.16,2292462,254279,14/04/2023,DX Freight,284.4,0,14/04/2023,27.48,63,4.704,2.5,46,B11,United Kingdom,52.458409,-1.852449,1
727,13.16,2292527,254279,14/04/2023,MFS,2151.11,0,14/04/2023,227.02,978.49,9.806095,6.415719096,46,B11,United Kingdom,52.458409,-1.852449,1
728,13.16,2298870,254279,21/04/2023,DX Freight,284.4,0,21/04/2023,27.48,63,4.704,2.5,46,B11,United Kingdom,52.458409,-1.852449,1
729,13.16,2299131,254279,21/04/2023,MFS,2260.64,0,21/04/2023,194.59,970,8.672565,5.528640873,46,B11,United Kingdom,52.458409,-1.852449,1
730,13.16,2289789,323241,12/04/2023,MFS,341.93,0,12/04/2023,34.46,108.81,0.336281,0.238194444,46,B11,United Kingdom,52.458409,-1.852449,1
731,13.16,2276910,507648,28/03/2023,MFS,470,0,28/03/2023,34.46,276,0.7,0.294117647,46,B11,United Kingdom,52.458409,-1.852449,1
732,13.16,2277909,550842,29/03/2023,MFS,1479.56,0,29/03/2023,162.16,761.78,7.77405,5,46,B11,United Kingdom,52.458409,-1.852449,1
733,13.16,2281468,580833,01/04/2023,DX Express,18.26,7.21,03/04/2023,6.8,2.2,0.0686,0.035714286,46,B11,United Kingdom,52.458409,-1.852449,1
734,13.16,2275851,589278,27/03/2023,MFS,367.8,0,27/03/2023,34.46,103.2,0.264,0.158730159,46,B11,United Kingdom,52.458409,-1.852449,1
735,13.16,2295136,589278,18/04/2023,MFS,475.98,0,18/04/2023,34.46,174.6,0.61548,0.302777778,46,B11,United Kingdom,52.458409,-1.852449,1
736,13.16,2282335,608030,03/04/2023,MFS,687.75,19.99,03/04/2023,36.81,187,0.30225,0.378571429,46,B11,United Kingdom,52.458409,-1.852449,1
737,13.16,2289490,608030,12/04/2023,DX Freight,191.4,19.99,12/04/2023,26.71,61,0.228,0.111111111,46,B11,United Kingdom,52.458409,-1.852449,1
738,13.16,2279858,620013,30/03/2023,DX Freight,190.81,0,30/03/2023,20.73,44.77,0.283125,0.3125,46,B11,United Kingdom,52.458409,-1.852449,1
739,13.16,2283934,620013,04/04/2023,MFS,426.33,19.99,04/04/2023,36.81,89.64,1.1168,0.644883117,46,B11,United Kingdom,52.458409,-1.852449,1
740,13.16,2295458,620013,18/04/2023,MFS,411.14,19.99,18/04/2023,36.81,90.25,1.01348,0.594770563,46,B11,United Kingdom,52.458409,-1.852449,1
741,13.16,2297462,656678,20/04/2023,DX Express,76.65,7.17,20/04/2023,6.76,20.7,0.029,0.033333333,46,B11,United Kingdom,52.458409,-1.852449,1
742,13.16,2282618,673518,03/04/2023,DX Express,60.08,11.18,03/04/2023,10.55,32,0.05296,0.044444444,46,B11,United Kingdom,52.458409,-1.852449,1
743,13.16,2284061,743100,04/04/2023,MFS,600.46,0,04/04/2023,67.54,357.84,2.74344,2,46,B11,United Kingdom,52.458409,-1.852449,1
744,13.16,2275810,762149,27/03/2023,MFS,2475.2,19.99,27/03/2023,277.11,1415.68,14.90496,8,46,B11,United Kingdom,52.458409,-1.852449,1
745,13.16,2279715,762149,30/03/2023,MFS,3094,19.99,30/03/2023,346.38,1769.6,18.6312,10,46,B11,United Kingdom,52.458409,-1.852449,1
746,13.16,2280890,762149,31/03/2023,MFS,3094,0,31/03/2023,324.32,1769.6,18.6312,10,46,B11,United Kingdom,52.458409,-1.852449,1
747,13.16,2281006,762149,31/03/2023,MFS,9282,0,18/04/2023,1039.14,5308.8,55.8936,30,46,B11,United Kingdom,52.458409,-1.852449,1
748,13.16,2285347,762149,05/04/2023,MFS,3098.48,19.99,05/04/2023,381.02,1946.56,20.49432,11,46,B11,United Kingdom,52.458409,-1.852449,1
749,13.16,2286189,766885,06/04/2023,MFS,574.62,0,06/04/2023,34.46,164.1,1.0951,0.786706349,46,B11,United Kingdom,52.458409,-1.852449,1
750,13.16,2297068,775739,19/04/2023,DX Express,21.5,7.17,20/04/2023,6.76,3.45,0.00385,0.0045,46,B11,United Kingdom,52.458409,-1.852449,1
751,13.16,2298396,829450,20/04/2023,DX Express,116.58,0,21/04/2023,9.55,28.48,0.075657143,0.074603175,46,B11,United Kingdom,52.458409,-1.852449,1
752,13.16,2291361,839621,13/04/2023,MFS,387.63,0,13/04/2023,34.46,179.36,0.312649714,0.285515873,46,B11,United Kingdom,52.458409,-1.852449,1
753,13.16,2290583,855372,13/04/2023,MFS,201.41,0,13/04/2023,34.46,134.2,1.33584,1,46,B11,United Kingdom,52.458409,-1.852449,1
754,13.16,2282564,898568,03/04/2023,DX Express,41.76,7.21,03/04/2023,6.8,4.59,0.01875,0.015625,46,B11,United Kingdom,52.458409,-1.852449,1
755,29.21,2283640,52592,04/04/2023,DX Express,106.72,0,06/04/2023,9.59,28.8,0.124,0.044444444,1834,NN2,United Kingdom,52.26816,-0.898355,4
756,29.21,2297445,52592,20/04/2023,DX Express,125.5,0,20/04/2023,11.41,35,0.045,0.024154589,1834,NN2,United Kingdom,52.26816,-0.898355,4
757,29.21,2278764,568213,29/03/2023,DX Freight,161.03,0,29/03/2023,23.45,51.14,0.35537,0.226851852,1834,NN2,United Kingdom,52.26816,-0.898355,4
758,29.21,2284597,568213,04/04/2023,DX Freight,115.48,0,05/04/2023,10.97,7.2,1.031024,0.625,1834,NN2,United Kingdom,52.26816,-0.898355,4
759,29.21,2298339,581297,20/04/2023,DX Freight,181.7,0,21/04/2023,31.72,73.2,0.8264,0.357142857,1834,NN2,United Kingdom,52.26816,-0.898355,4
760,29.21,2278101,897590,29/03/2023,DX Express,21.9,7.21,29/03/2023,6.8,4,0.033792,0.025,1834,NN2,United Kingdom,52.26816,-0.898355,4
761,29.21,2280241,898055,30/03/2023,DX Express,24.56,7.21,30/03/2023,6.8,12.6,0.0222,0.011111111,1834,NN2,United Kingdom,52.26816,-0.898355,4
762,14.63,2284724,53582,05/04/2023,DX Express,115.91,0,06/04/2023,8.04,23.92,0.064866,0.039888889,601,CV9,United Kingdom,52.601777,-1.57812,2
763,14.63,2294935,53582,18/04/2023,DX Express,54.4,7.17,18/04/2023,6.76,7.4,0.0572,0.066666667,601,CV9,United Kingdom,52.601777,-1.57812,2
764,14.63,2280259,202028,30/03/2023,MFS,701.92,0,30/03/2023,67.54,269.88,2.296791238,1.10952381,601,CV9,United Kingdom,52.601777,-1.57812,2
765,14.63,2291142,202028,13/04/2023,DX Freight,70.4,16.98,13/04/2023,15.16,30.1,0.2875,0.208333333,601,CV9,United Kingdom,52.601777,-1.57812,2
766,14.63,2277824,705120,28/03/2023,DX Express,21.31,7.21,29/03/2023,6.8,9.6,0.0524,0.041666667,601,CV9,United Kingdom,52.601777,-1.57812,2
767,14.63,2289505,730735,12/04/2023,DX Freight,510.84,0,12/04/2023,32.87,76.68,0.09552,0.169312169,601,CV9,United Kingdom,52.601777,-1.57812,2
768,14.63,2289236,794213,12/04/2023,DX Freight,139.02,19.99,12/04/2023,10.92,10.5,0.491925,0.166666667,601,CV9,United Kingdom,52.601777,-1.57812,2
769,14.63,2277756,897418,28/03/2023,DX Express,18.45,7.21,29/03/2023,6.8,5.28,0.03267,0.025,601,CV9,United Kingdom,52.601777,-1.57812,2
770,14.63,2281288,898341,31/03/2023,DX Express,103.53,0,31/03/2023,6.8,8.7,0.036,0.03,601,CV9,United Kingdom,52.601777,-1.57812,2
771,14.63,2297683,901405,20/04/2023,MFS,353.35,0,20/04/2023,34.46,177.66,1.398972,1.037797619,601,CV9,United Kingdom,52.601777,-1.57812,2
772,14.63,2299143,901558,21/04/2023,DX Express,46.02,7.17,21/04/2023,6.76,14.22,0.13695,0.111111111,601,CV9,United Kingdom,52.601777,-1.57812,2
773,15.36,2290015,55279,12/04/2023,DX Express,313.5,0,12/04/2023,8.33,28.6,0.0764,0.046778549,85,B5,United Kingdom,52.465858,-1.903668,1
774,15.36,2283688,140863,04/04/2023,DX Express,9.54,7.2,04/04/2023,6.79,3.1,0.02103,0.0125,85,B5,United Kingdom,52.465858,-1.903668,1
775,15.36,2278383,509518,29/03/2023,DX Freight,284.4,0,29/03/2023,27.72,63,4.704,2.5,85,B5,United Kingdom,52.465858,-1.903668,1
776,15.36,2291644,602547,13/04/2023,MFS,240.59,0,13/04/2023,34.46,146.86,1.35562,1,85,B5,United Kingdom,52.465858,-1.903668,1
777,15.36,2288123,603245,11/04/2023,Split,467.51,0,12/04/2023,45.38,129.14,2.243005,1.250793651,85,B5,United Kingdom,52.465858,-1.903668,1
778,15.36,2282452,671302,03/04/2023,DX Express,145.38,0,03/04/2023,8.36,25,0.054,0.0375,85,B5,United Kingdom,52.465858,-1.903668,1
779,15.36,2294163,671302,17/04/2023,MFS,222.45,0,17/04/2023,34.46,104.9,0.9683,0.714285714,85,B5,United Kingdom,52.465858,-1.903668,1
780,15.36,2290001,829717,12/04/2023,DX Express,60.48,7.18,12/04/2023,6.77,1.92,0,0.006,85,B5,United Kingdom,52.465858,-1.903668,1
781,15.36,2281292,831671,31/03/2023,MFS,1426.23,19.99,31/03/2023,72.14,517.2,4.01154,1.138888889,85,B5,United Kingdom,52.465858,-1.903668,1
782,15.36,2276263,897221,27/03/2023,DX Freight,105.8,0,27/03/2023,21.12,45.1,0.4687,0.178571429,85,B5,United Kingdom,52.465858,-1.903668,1
783,15.36,2282817,897221,03/04/2023,MFS,443.2,0,03/04/2023,34.46,160,1.6416,1.011904762,85,B5,United Kingdom,52.465858,-1.903668,1
784,42.97,2277983,55420,29/03/2023,MFS,226.95,0,29/03/2023,39.15,125,0.03136,0.208333333,2527,ST15,United Kingdom,52.9,-2.148,1
785,42.97,2298264,206665,20/04/2023,DX Express,60.7,7.17,21/04/2023,6.76,0.5,0.0008,0.009920635,2527,ST15,United Kingdom,52.9,-2.148,1
786,42.97,2293896,217180,17/04/2023,DX Freight,107.94,19.99,17/04/2023,10.92,15.64,0.3276,0.214478114,2527,ST15,United Kingdom,52.9,-2.148,1
787,42.97,2288632,416678,11/04/2023,MFS,592.25,0,12/04/2023,39.15,200,0.67,0.524154589,2527,ST15,United Kingdom,52.9,-2.148,1
788,42.97,2276855,541731,28/03/2023,DX Freight,169.9,0,28/03/2023,22.67,50,0.15375,0.08,2527,ST15,United Kingdom,52.9,-2.148,1
789,42.97,2290518,541731,13/04/2023,DX Freight,273,0,13/04/2023,26.71,60.48,4.51584,3,2527,ST15,United Kingdom,52.9,-2.148,1
790,42.97,2288027,711263,11/04/2023,DX Express,64.99,7.18,11/04/2023,6.77,8.26,0.046116,0.023809524,2527,ST15,United Kingdom,52.9,-2.148,1
791,42.97,2289003,711263,11/04/2023,DX Freight,95.59,34.81,12/04/2023,13.23,25.8,0.22669,0.2,2527,ST15,United Kingdom,52.9,-2.148,1
792,42.97,2298537,777281,21/04/2023,DX Express,104.17,0,21/04/2023,6.76,14.67,0.090920762,0.070851371,2527,ST15,United Kingdom,52.9,-2.148,1
793,42.97,2288822,837202,11/04/2023,MFS,488.68,0,11/04/2023,39.15,128.3,0.327431,0.330606061,2527,ST15,United Kingdom,52.9,-2.148,1
794,42.97,2299253,837202,21/04/2023,DX Express,50.4,7.17,24/04/2023,6.76,16.2,0.038,0.047619048,2527,ST15,United Kingdom,52.9,-2.148,1
795,42.97,2283585,849300,04/04/2023,MFS,173.61,0,04/04/2023,39.15,98.1,0.94095,1,2527,ST15,United Kingdom,52.9,-2.148,1
796,42.97,2296358,855069,19/04/2023,DX Freight,180.53,0,19/04/2023,23.25,51.88,0.433059048,0.238293651,2527,ST15,United Kingdom,52.9,-2.148,1
797,42.97,2280448,868164,31/03/2023,DX Express,15.9,7.21,31/03/2023,6.8,3.2,0.02145,0.022727273,2527,ST15,United Kingdom,52.9,-2.148,1
798,42.97,2276431,897249,27/03/2023,DX Express,40.78,7.22,28/03/2023,6.81,10,0.13866,0.166666667,2527,ST15,United Kingdom,52.9,-2.148,1
799,42.97,2286972,899221,06/04/2023,DX Express,19.31,7.2,11/04/2023,6.79,6.45,0.050425,0.0625,2527,ST15,United Kingdom,52.9,-2.148,1
