,outward_code_x,distance,Courier,DeliveryCost,Weight_per_line,Volume_per_line_m3,Pallet_per_line,OrderDate,DateDespatched,id,outcode,latitude,longitude,cluster_label
416,B69,21.22,DX Freight,12.52,24.0,0.80736,0.5,05/04/2023,2023-04-05,97,B69,52.501095,-2.030596,1
417,B69,21.22,MFS,34.46,128.52,0.68904,1.0,19/04/2023,2023-04-19,97,B69,52.501095,-2.030596,1
418,B69,21.22,DX Freight,39.98,94.5,7.056,3.75,06/04/2023,2023-04-06,97,B69,52.501095,-2.030596,1
419,B69,21.22,DX Express,7.1,20.7,0.0648,0.03125,05/04/2023,2023-04-05,97,B69,52.501095,-2.030596,1
420,B69,21.22,DX Freight,23.83,52.25,0.07225,0.078125,28/03/2023,2023-03-28,97,B69,52.501095,-2.030596,1
421,B69,21.22,DX Freight,23.63,52.25,0.07225,0.078125,19/04/2023,2023-04-19,97,B69,52.501095,-2.030596,1
422,B45,18.63,MFS,34.46,92.52,1.40414,0.5357142857142857,03/04/2023,2023-04-03,80,B45,52.383095,-2.002193,1
423,B45,18.63,DX Express,12.09,36.4,0.23052,0.2857142857142857,06/04/2023,2023-04-06,80,B45,52.383095,-2.002193,1
424,B45,18.63,DX Freight,11.74,21.4,0.16272,0.1904761904761905,04/04/2023,2023-04-04,80,B45,52.383095,-2.002193,1
425,B45,18.63,DX Express,6.8,18.0,0.1986,0.1851851851851852,28/03/2023,2023-04-06,80,B45,52.383095,-2.002193,1
426,B45,18.63,DX Express,10.19,30.04,0.08872380952380954,0.0496031746031746,11/04/2023,2023-04-11,80,B45,52.383095,-2.002193,1
427,OX2,44.49,DX Freight,11.79,21.9,1.13605,0.5111111111111111,28/03/2023,2023-03-28,1935,OX2,51.765964,-1.30456,2
428,OX2,44.49,DX Freight,16.07,32.59999999999999,0.25629,0.2625,03/04/2023,2023-04-03,1935,OX2,51.765964,-1.30456,2
429,OX2,44.49,DX Express,6.77,4.25,0.01,0.01388888888888889,17/04/2023,2023-04-17,1935,OX2,51.765964,-1.30456,2
430,OX2,44.49,DX Express,6.76,19.2,0.05,0.01953125,19/04/2023,2023-04-19,1935,OX2,51.765964,-1.30456,2
431,OX2,44.49,DX Express,6.76,6.1,0.0228,0.01111111111111111,19/04/2023,2023-04-19,1935,OX2,51.765964,-1.30456,2
432,OX2,44.49,DX Freight,10.97,12.6,0.108,0.07631578947368421,06/04/2023,2023-04-06,1935,OX2,51.765964,-1.30456,2
433,OX2,44.49,DX Freight,12.18,22.58,0.5058205714285714,0.2786651234567901,30/03/2023,2023-03-30,1935,OX2,51.765964,-1.30456,2
434,OX2,44.49,DX Freight,10.92,15.68,1.41675,0.7552083333333334,12/04/2023,2023-04-12,1935,OX2,51.765964,-1.30456,2
435,OX2,44.49,DX Freight,30.18,70.0,0.391,0.229064039408867,19/04/2023,2023-04-19,1935,OX2,51.765964,-1.30456,2
436,OX2,44.49,DX Express,6.8,11.3,0.022815,0.01388888888888889,31/03/2023,2023-04-03,1935,OX2,51.765964,-1.30456,2
437,OX2,44.49,DX Freight,11.02,10.0,0.4794,0.2548309178743962,29/03/2023,2023-03-29,1935,OX2,51.765964,-1.30456,2
438,OX2,44.49,DX Freight,54.5,65.14,0.109562,0.09047619047619047,30/03/2023,2023-03-31,1935,OX2,51.765964,-1.30456,2
439,OX2,44.49,DX Express,6.77,0.6,0.178125,0.1111111111111111,13/04/2023,2023-04-13,1935,OX2,51.765964,-1.30456,2
440,OX2,44.49,DX Express,6.77,8.76,0.05475,0.05,17/04/2023,2023-04-18,1935,OX2,51.765964,-1.30456,2
441,CV2,5.63,DX Freight,23.45,51.28,0.5005999999999999,0.28,29/03/2023,2023-03-29,583,CV2,52.432344,-1.446061,0
442,CV2,5.63,DX Freight,26.55,59.88,0.0868,0.05714285714285714,31/03/2023,2023-03-31,583,CV2,52.432344,-1.446061,0
443,CV2,5.63,DX Express,6.8,7.3,0.017,0.0125,03/04/2023,2023-04-03,583,CV2,52.432344,-1.446061,0
444,CV2,5.63,DX Express,9.57,28.56,0.07392,0.04444444444444445,11/04/2023,2023-04-11,583,CV2,52.432344,-1.446061,0
445,CV2,5.63,DX Freight,27.48,63.0,4.704,2.5,12/04/2023,2023-04-12,583,CV2,52.432344,-1.446061,0
446,CV2,5.63,MFS,34.46,280.5,0.658002,0.3777777777777778,18/04/2023,2023-04-18,583,CV2,52.432344,-1.446061,0
447,CV2,5.63,DX Express,6.77,19.6,0.100224,0.12,14/04/2023,2023-04-14,583,CV2,52.432344,-1.446061,0
448,CV2,5.63,DX Freight,21.5,46.86,0.74625,0.53125,27/03/2023,2023-03-27,583,CV2,52.432344,-1.446061,0
449,CV2,5.63,DX Freight,33.93,78.9,0.045216,0.15,29/03/2023,2023-03-29,583,CV2,52.432344,-1.446061,0
450,CV2,5.63,DX Freight,10.97,18.9,1.67445,0.75,05/04/2023,2023-04-05,583,CV2,52.432344,-1.446061,0
451,CV2,5.63,MFS,34.46,146.86,1.35562,1.0,17/04/2023,2023-04-17,583,CV2,52.432344,-1.446061,0
452,CV2,5.63,DX Freight,19.4,41.4,2.2326,1.0,19/04/2023,2023-04-19,583,CV2,52.432344,-1.446061,0
453,CV2,5.63,DX Express,6.79,17.48,0.03203809523809524,0.03375104427736007,06/04/2023,2023-04-06,583,CV2,52.432344,-1.446061,0
454,CV2,5.63,DX Freight,19.87,42.2,0.261,0.1666666666666667,11/04/2023,2023-04-11,583,CV2,52.432344,-1.446061,0
455,CV2,5.63,MFS,67.54,232.92,2.004975,2.0,12/04/2023,2023-04-12,583,CV2,52.432344,-1.446061,0
456,CV2,5.63,DX Express,6.81,13.25,0.09255,0.1079545454545455,27/03/2023,2023-03-27,583,CV2,52.432344,-1.446061,0
457,CV2,5.63,DX Freight,15.66,27.15,0.548254,0.4246212121212121,19/04/2023,2023-04-20,583,CV2,52.432344,-1.446061,0
458,CV2,5.63,DX Freight,11.69,21.87,0.22385,0.1783989898989899,19/04/2023,2023-04-20,583,CV2,52.432344,-1.446061,0
459,CV2,5.63,DX Freight,27.1,61.91,0.41125,0.3451291120312859,11/04/2023,2023-04-12,583,CV2,52.432344,-1.446061,0
460,CV2,5.63,DX Express,6.77,2.4,0.005200000000000001,0.002222222222222222,13/04/2023,2023-04-13,583,CV2,52.432344,-1.446061,0
461,CV2,5.63,MFS,34.46,119.14,1.16354,1.0,17/04/2023,2023-04-17,583,CV2,52.432344,-1.446061,0
462,CV2,5.63,DX Express,11.48,34.32,0.1056,0.05555555555555555,30/03/2023,2023-03-30,583,CV2,52.432344,-1.446061,0
463,CV2,5.63,DX Express,13.02,39.24,0.09720000000000001,0.06666666666666667,05/04/2023,2023-04-06,583,CV2,52.432344,-1.446061,0
464,CV2,5.63,DX Freight,21.71,47.7,0.2072342857142857,0.2226190476190476,17/04/2023,2023-04-17,583,CV2,52.432344,-1.446061,0
465,CV2,5.63,DX Express,6.81,2.94,0.13195,0.05,27/03/2023,2023-03-27,583,CV2,52.432344,-1.446061,0
466,CV2,5.63,DX Express,6.79,15.0,0.08600000000000001,0.05952380952380952,04/04/2023,2023-04-04,583,CV2,52.432344,-1.446061,0
467,CV2,5.63,DX Freight,11.41,20.56,0.26496,0.08,31/03/2023,2023-04-03,583,CV2,52.432344,-1.446061,0
468,CV2,5.63,DX Freight,19.4,41.12,0.52992,0.16,12/04/2023,2023-04-12,583,CV2,52.432344,-1.446061,0
469,CV2,5.63,DX Express,6.79,2.13,0.013675,0.01111111111111111,10/04/2023,2023-04-11,583,CV2,52.432344,-1.446061,0
470,CV4,0.0,DX Express,6.77,4.6,0.013,0.007395061728395062,12/04/2023,2023-04-12,595,CV4,52.390339,-1.56066,0
471,CV4,0.0,DX Express,6.76,4.5,0.02352,0.01666666666666667,20/04/2023,2023-04-20,595,CV4,52.390339,-1.56066,0
472,CV4,0.0,MFS,34.46,130.67,1.55837,0.634992784992785,18/04/2023,2023-04-18,595,CV4,52.390339,-1.56066,0
473,CV4,0.0,MFS,34.46,148.12,1.42436,1.0,03/04/2023,2023-04-03,595,CV4,52.390339,-1.56066,0
474,CV4,0.0,DX Freight,20.73,44.4,0.31211,0.2630303030303031,28/03/2023,2023-03-29,595,CV4,52.390339,-1.56066,0
475,CV4,0.0,DX Freight,33.26,77.4,0.229392,0.1444444444444444,12/04/2023,2023-04-12,595,CV4,52.390339,-1.56066,0
476,CV4,0.0,MFS,34.46,81.03,0.248597,0.1359953703703703,03/04/2023,2023-04-03,595,CV4,52.390339,-1.56066,0
477,CV4,0.0,DX Express,6.76,13.18,0.03400842857142857,0.02554563492063492,18/04/2023,2023-04-18,595,CV4,52.390339,-1.56066,0
478,CV4,0.0,MFS,98.28,429.78,2.477956,2.1140625,05/04/2023,2023-04-06,595,CV4,52.390339,-1.56066,0
479,CV4,0.0,DX Freight,13.23,25.36,0.4834571428571429,0.2576839826839827,14/04/2023,2023-04-17,595,CV4,52.390339,-1.56066,0
480,CV4,0.0,DX Express,6.81,8.44,0.05475,0.05,27/03/2023,2023-03-27,595,CV4,52.390339,-1.56066,0
481,CV4,0.0,MFS,34.46,162.24,1.3958,1.144444444444444,13/04/2023,2023-04-13,595,CV4,52.390339,-1.56066,0
482,CV4,0.0,DX Freight,76.33,189.0,14.112,7.5,04/04/2023,2023-04-05,595,CV4,52.390339,-1.56066,0
483,CV4,0.0,MFS,34.46,113.36,0.74536,1.01,06/04/2023,2023-04-06,595,CV4,52.390339,-1.56066,0
484,CV4,0.0,DX Freight,14.12,27.58,0.2342,0.2611111111111111,31/03/2023,2023-03-31,595,CV4,52.390339,-1.56066,0
485,CV4,0.0,DX Freight,11.02,17.79,0.649127,0.582010582010582,03/04/2023,2023-04-03,595,CV4,52.390339,-1.56066,0
486,CV4,0.0,DX Freight,20.94,45.3,0.83556,0.35,18/04/2023,2023-04-18,595,CV4,52.390339,-1.56066,0
487,CV4,0.0,DX Freight,31.33,72.33,2.397847714285715,3.846974206349207,14/04/2023,2023-04-14,595,CV4,52.390339,-1.56066,0
488,CV4,0.0,DX Express,8.31,24.74,0.06613333333333334,0.04682539682539683,18/04/2023,2023-04-18,595,CV4,52.390339,-1.56066,0
489,CV4,0.0,DX Express,6.76,2.5,0.02015,0.0125,21/04/2023,2023-04-21,595,CV4,52.390339,-1.56066,0
490,CV4,0.0,DX Freight,14.51,28.7,0.2062,0.1388888888888889,03/04/2023,2023-04-03,595,CV4,52.390339,-1.56066,0
491,CV4,0.0,DX Express,6.76,14.76,0.0324,0.025,18/04/2023,2023-04-18,595,CV4,52.390339,-1.56066,0
492,CV8,2.54,MFS,34.46,148.59,0.419184,0.4166666666666666,11/04/2023,2023-04-11,600,CV8,52.3605,-1.525645,0
493,CV8,2.54,DX Freight,26.83,72.44,0.649472,0.3369494949494949,06/04/2023,2023-04-06,600,CV8,52.3605,-1.525645,0
494,CV8,2.54,DX Freight,22.48,60.78,2.516248,1.546666666666667,18/04/2023,2023-04-18,600,CV8,52.3605,-1.525645,0
495,CV8,2.54,DX Freight,25.0,55.06,0.43816,0.3134920634920635,03/04/2023,2023-04-03,600,CV8,52.3605,-1.525645,0
496,CV8,2.54,MFS,67.54,210.74,1.976492571428571,1.405079365079365,12/04/2023,2023-04-12,600,CV8,52.3605,-1.525645,0
497,CV8,2.54,MFS,36.81,203.28,1.60608,1.0,28/03/2023,2023-03-28,600,CV8,52.3605,-1.525645,0
498,CV8,2.54,MFS,34.46,88.48,0.9224600000000001,1.0,28/03/2023,2023-03-28,600,CV8,52.3605,-1.525645,0
499,CV8,2.54,MFS,34.46,107.8,0.9688,1.0,28/03/2023,2023-03-28,600,CV8,52.3605,-1.525645,0
500,CV8,2.54,MFS,67.54,278.22,2.361366,2.0880291005291,29/03/2023,2023-03-29,600,CV8,52.3605,-1.525645,0
501,CV8,2.54,DX Express,6.77,15.36,0.048744,0.02777777777777778,12/04/2023,2023-04-12,600,CV8,52.3605,-1.525645,0
502,CV8,2.54,MFS,34.46,148.12,1.42436,1.0,17/04/2023,2023-04-17,600,CV8,52.3605,-1.525645,0
503,CV8,2.54,MFS,34.46,137.72,0.37004,0.4583333333333333,17/04/2023,2023-04-17,600,CV8,52.3605,-1.525645,0
504,CV8,2.54,MFS,67.54,191.19,2.975722714285714,1.585863095238095,29/03/2023,2023-03-29,600,CV8,52.3605,-1.525645,0
505,CV8,2.54,MFS,67.54,85.75999999999999,2.449857142857143,1.185714285714286,12/04/2023,2023-04-12,600,CV8,52.3605,-1.525645,0
506,CV8,2.54,MFS,34.46,134.36,0.8981571428571429,0.6961309523809524,18/04/2023,2023-04-18,600,CV8,52.3605,-1.525645,0
507,CV8,2.54,DX Freight,17.62,36.45,0.3855,0.25,27/03/2023,2023-03-27,600,CV8,52.3605,-1.525645,0
508,CV8,2.54,MFS,34.46,255.85,0.4682671428571428,0.4025297619047619,03/04/2023,2023-04-21,600,CV8,52.3605,-1.525645,0
509,CV8,2.54,DX Express,6.81,18.25,0.113875,0.05952380952380952,27/03/2023,2023-03-27,600,CV8,52.3605,-1.525645,0
510,CV8,2.54,DX Express,6.77,15.5,0.05425,0.0390625,12/04/2023,2023-04-12,600,CV8,52.3605,-1.525645,0
511,CV8,2.54,Split,78.56,290.3,3.502442,2.397222222222222,29/03/2023,2023-03-29,600,CV8,52.3605,-1.525645,0
512,CV8,2.54,Split,78.46,335.16,2.361504,1.615740740740741,13/04/2023,2023-04-13,600,CV8,52.3605,-1.525645,0
513,CV8,2.54,DX Freight,20.94,45.3,0.291222,0.2305555555555555,17/04/2023,2023-04-17,600,CV8,52.3605,-1.525645,0
514,CV8,2.54,DX Express,6.79,2.62,0.0038,0.004,04/04/2023,2023-04-04,600,CV8,52.3605,-1.525645,0
515,CV8,2.54,DX Freight,14.77,29.55,0.311736,0.2472222222222222,21/04/2023,2023-04-21,600,CV8,52.3605,-1.525645,0
516,CV8,2.54,DX Freight,19.17,40.36,1.204569523809524,0.6817460317460318,29/03/2023,2023-03-29,600,CV8,52.3605,-1.525645,0
517,CV8,2.54,DX Freight,24.51,54.24,0.387205,0.395983645983646,04/04/2023,2023-04-06,600,CV8,52.3605,-1.525645,0
518,CV8,2.54,DX Freight,15.93,32.76000000000001,1.510252,1.009523809523809,18/04/2023,2023-04-19,600,CV8,52.3605,-1.525645,0
519,CV8,2.54,DX Freight,16.31,34.0,0.28722,0.3095238095238095,18/04/2023,2023-04-18,600,CV8,52.3605,-1.525645,0
520,CV8,2.54,DX Express,6.76,15.4,0.108,0.04761904761904762,22/04/2023,2023-04-24,600,CV8,52.3605,-1.525645,0
521,CV8,2.54,MFS,34.46,204.0,0.66,0.3,05/04/2023,2023-04-06,600,CV8,52.3605,-1.525645,0
522,CV8,2.54,DX Freight,13.35,25.66,0.5119767619047619,0.2557539682539682,01/04/2023,2023-04-03,600,CV8,52.3605,-1.525645,0
523,CV8,2.54,DX Express,7.11,21.0,0.14,0.1136363636363636,28/03/2023,2023-03-28,600,CV8,52.3605,-1.525645,0
524,CV8,2.54,DX Freight,13.35,25.85,0.08370000000000001,0.04761904761904762,29/03/2023,2023-03-29,600,CV8,52.3605,-1.525645,0
525,CV8,2.54,DX Express,6.8,2.42,0.045,0.07407407407407407,02/04/2023,2023-04-03,600,CV8,52.3605,-1.525645,0
526,CV8,2.54,DX Freight,10.97,12.6,1.1163,0.5,05/04/2023,2023-04-06,600,CV8,52.3605,-1.525645,0
527,OX29,42.38,DX Express,6.79,3.0,0.0042,0.006666666666666667,05/04/2023,2023-04-05,1941,OX29,51.780433,-1.454309,2
528,OX29,42.38,DX Express,6.77,6.0,0.0084,0.01333333333333333,14/04/2023,2023-04-14,1941,OX29,51.780433,-1.454309,2
529,OX29,42.38,DX Freight,10.97,16.48,1.60224,0.75,06/04/2023,2023-04-06,1941,OX29,51.780433,-1.454309,2
530,OX29,42.38,DX Express,6.77,13.51,0.10482,0.09027777777777778,14/04/2023,2023-04-14,1941,OX29,51.780433,-1.454309,2
531,OX29,42.38,DX Freight,25.39,57.0,0.8878999999999999,0.4246031746031746,03/04/2023,2023-04-03,1941,OX29,51.780433,-1.454309,2
532,OX29,42.38,MFS,301.68,1262.72,6.858291999999999,7.328968253968254,06/04/2023,2023-04-06,1941,OX29,51.780433,-1.454309,2
533,OX29,42.38,DX Freight,22.86,50.95,0.50475,0.244047619047619,14/04/2023,2023-04-14,1941,OX29,51.780433,-1.454309,2
534,OX29,42.38,DX Freight,33.26,77.7,2.41176,1.306073153899241,21/04/2023,2023-04-21,1941,OX29,51.780433,-1.454309,2
535,OX29,42.38,DX Freight,22.57,49.5,0.104,0.06666666666666667,06/04/2023,2023-04-06,1941,OX29,51.780433,-1.454309,2
536,OX29,42.38,DX Freight,27.72,62.5,0.07999999999999999,0.04830917874396135,03/04/2023,2023-04-03,1941,OX29,51.780433,-1.454309,2
537,OX29,42.38,MFS,40.07,164.28,1.225748,0.7658730158730159,04/04/2023,2023-04-04,1941,OX29,51.780433,-1.454309,2
538,OX29,42.38,DX Express,6.77,14.06,0.092376,0.09444444444444444,17/04/2023,2023-04-17,1941,OX29,51.780433,-1.454309,2
539,OX29,42.38,DX Freight,49.86,120.0,1.66392,2.0,28/03/2023,2023-03-28,1941,OX29,51.780433,-1.454309,2
540,OX29,42.38,DX Express,7.43,21.3,0.1364,0.1454545454545454,03/04/2023,2023-04-03,1941,OX29,51.780433,-1.454309,2
541,OX29,42.38,MFS,40.07,125.0,0.1734,0.2,06/04/2023,2023-04-06,1941,OX29,51.780433,-1.454309,2
542,OX29,42.38,DX Express,6.8,7.9,0.011,0.02325581395348837,31/03/2023,2023-03-31,1941,OX29,51.780433,-1.454309,2
543,OX29,42.38,DX Freight,25.28,56.7,0.83115,0.4166666666666666,05/04/2023,2023-04-05,1941,OX29,51.780433,-1.454309,2
544,OX29,42.38,DX Freight,21.8,47.9,1.772312,0.9650793650793651,04/04/2023,2023-04-04,1941,OX29,51.780433,-1.454309,2
545,OX29,42.38,DX Express,6.81,5.24,0.01,0.01428571428571429,27/03/2023,2023-03-27,1941,OX29,51.780433,-1.454309,2
546,OX29,42.38,DX Express,6.79,20.0,0.0217,0.1018518518518518,06/04/2023,2023-04-06,1941,OX29,51.780433,-1.454309,2
547,OX29,42.38,DX Express,6.76,7.279999999999999,0.035875,0.02098214285714286,19/04/2023,2023-04-19,1941,OX29,51.780433,-1.454309,2
548,OX29,42.38,DX Freight,18.4,38.5,0.346,0.3571428571428572,29/03/2023,2023-03-29,1941,OX29,51.780433,-1.454309,2
549,OX29,42.38,Split,50.99,222.46,2.36824,1.416666666666667,14/04/2023,2023-04-14,1941,OX29,51.780433,-1.454309,2
550,LE65,25.5,MFS,39.15,120.0,1.44,0.2,21/04/2023,2023-04-21,1471,LE65,52.753324,-1.451506,0
551,LE65,25.5,MFS,39.15,376.88,0.438,0.419047619047619,17/04/2023,2023-04-17,1471,LE65,52.753324,-1.451506,0
552,LE65,25.5,DX Freight,37.66,88.2,0.675,0.4722222222222222,05/04/2023,2023-04-05,1471,LE65,52.753324,-1.451506,0
553,LE65,25.5,DX Freight,38.65,91.44,0.65298,0.4722222222222222,20/04/2023,2023-04-20,1471,LE65,52.753324,-1.451506,0
554,LE65,25.5,DX Freight,11.69,21.85,0.3106842857142857,0.2101190476190476,13/04/2023,2023-04-14,1471,LE65,52.753324,-1.451506,0
555,LE65,25.5,DX Express,6.79,16.83,0.045,0.02142857142857143,06/04/2023,2023-04-06,1471,LE65,52.753324,-1.451506,0
556,LE65,25.5,DX Freight,12.84,16.3,0.69196,0.3333333333333333,13/04/2023,2023-04-13,1471,LE65,52.753324,-1.451506,0
557,LE65,25.5,DX Freight,23.25,51.6,0.37536,0.5,12/04/2023,2023-04-12,1471,LE65,52.753324,-1.451506,0
558,LE65,25.5,DX Express,6.8,15.6,0.14112,0.1666666666666667,03/04/2023,2023-04-03,1471,LE65,52.753324,-1.451506,0
559,LE65,25.5,DX Freight,11.02,16.97,0.396,0.2083333333333333,31/03/2023,2023-03-31,1471,LE65,52.753324,-1.451506,0
560,B70,20.84,MFS,34.46,162.53,1.376371428571429,0.2640873015873016,14/04/2023,2023-04-14,99,B70,52.525509,-2.003138,1
561,B70,20.84,MFS,34.46,561.6,0.7064999999999999,0.3571428571428572,18/04/2023,2023-04-18,99,B70,52.525509,-2.003138,1
562,B70,20.84,MFS,34.46,250.0,0.06272,0.4166666666666667,17/04/2023,2023-04-18,99,B70,52.525509,-2.003138,1
563,B70,20.84,MFS,34.46,181.2,0.528,0.5555555555555556,20/04/2023,2023-04-20,99,B70,52.525509,-2.003138,1
564,B70,20.84,MFS,129.73,555.24,4.91460761904762,3.540182400445558,17/04/2023,2023-04-17,99,B70,52.525509,-2.003138,1
565,B70,20.84,DX Express,6.8,9.2,0.07732,0.08333333333333333,30/03/2023,2023-03-30,99,B70,52.525509,-2.003138,1
566,B70,20.84,DX Express,6.8,2.7,0.0757,0.04166666666666666,30/03/2023,2023-03-30,99,B70,52.525509,-2.003138,1
567,B70,20.84,DX Express,6.76,12.0,0.11598,0.125,19/04/2023,2023-04-19,99,B70,52.525509,-2.003138,1
568,B70,20.84,MFS,34.46,888.3,1.485,1.0,19/04/2023,2023-04-19,99,B70,52.525509,-2.003138,1
569,B70,20.84,MFS,34.46,177.0,0.7152999999999999,1.089285714285714,11/04/2023,2023-04-11,99,B70,52.525509,-2.003138,1
570,B70,20.84,DX Express,6.77,10.0,0.014,0.02,12/04/2023,2023-04-12,99,B70,52.525509,-2.003138,1
571,B70,20.84,MFS,34.46,168.0,4.608,0.4285714285714285,29/03/2023,2023-03-29,99,B70,52.525509,-2.003138,1
572,B70,20.84,DX Freight,14.06,27.29,1.737678,0.8335583333333333,09/04/2023,2023-04-11,99,B70,52.525509,-2.003138,1
573,B70,20.84,DX Freight,14.77,29.42,0.5550705714285715,0.2611111111111111,20/04/2023,2023-04-20,99,B70,52.525509,-2.003138,1
574,B70,20.84,DX Freight,19.17,40.46,0.2628,0.2510771265771266,28/03/2023,2023-03-28,99,B70,52.525509,-2.003138,1
575,B70,20.84,DX Freight,28.37,64.8,5.6448,3.0,05/04/2023,2023-04-05,99,B70,52.525509,-2.003138,1
576,B70,20.84,MFS,34.46,146.24,1.308072,0.9105676328502416,17/04/2023,2023-04-17,99,B70,52.525509,-2.003138,1
577,B70,20.84,DX Express,6.79,12.07,0.133415,0.09269781144781145,04/04/2023,2023-04-04,99,B70,52.525509,-2.003138,1
578,B70,20.84,DX Freight,11.02,16.76,0.278084,1.010238095238095,30/03/2023,2023-03-30,99,B70,52.525509,-2.003138,1
579,B70,20.84,DX Freight,16.31,33.84,0.5092,0.3902116402116402,20/04/2023,2023-04-20,99,B70,52.525509,-2.003138,1
580,B64,22.19,DX Freight,26.71,60.27999999999999,0.088,0.0787037037037037,19/04/2023,2023-04-20,92,B64,52.474398,-2.069161,1
581,B64,22.19,DX Freight,33.16,76.68,0.1944,0.15,27/03/2023,2023-03-27,92,B64,52.474398,-2.069161,1
582,B64,22.19,DX Express,6.79,4.0,0.01872,0.03333333333333333,04/04/2023,2023-04-04,92,B64,52.474398,-2.069161,1
583,B64,22.19,Split,79.23,302.82,5.293257714285714,3.070779220779221,17/04/2023,2023-04-18,92,B64,52.474398,-2.069161,1
584,B64,22.19,MFS,34.46,100.0,0.08436,0.15625,28/03/2023,2023-03-29,92,B64,52.474398,-2.069161,1
585,B64,22.19,DX Freight,25.28,57.0,0.3406,0.3503336940836941,11/04/2023,2023-04-21,92,B64,52.474398,-2.069161,1
586,B64,22.19,DX Freight,11.02,16.21,0.96599,0.5234848484848484,28/03/2023,2023-03-28,92,B64,52.474398,-2.069161,1
587,B64,22.19,DX Express,12.42,38.0,0.045,0.04854368932038835,30/03/2023,2023-03-30,92,B64,52.474398,-2.069161,1
588,B64,22.19,DX Freight,12.18,22.48,0.24973,0.1538690476190476,28/03/2023,2023-03-28,92,B64,52.474398,-2.069161,1
589,B64,22.19,MFS,36.81,137.72,0.37004,0.4583333333333333,12/04/2023,2023-04-12,92,B64,52.474398,-2.069161,1
590,B64,22.19,DX Freight,15.54,31.85,0.26881,0.1658855472013367,20/04/2023,2023-04-20,92,B64,52.474398,-2.069161,1
591,B64,22.19,DX Express,6.76,6.720000000000001,0.017496,0.0078125,19/04/2023,2023-04-19,92,B64,52.474398,-2.069161,1
592,B64,22.19,MFS,36.81,104.5,0.333,0.06666666666666667,12/04/2023,2023-04-12,92,B64,52.474398,-2.069161,1
593,B64,22.19,DX Freight,24.02,53.46,4.725852,2.509523809523809,18/04/2023,2023-04-19,92,B64,52.474398,-2.069161,1
594,LE10,12.55,DX Freight,27.48,62.06,0.569666,0.2882936507936508,20/04/2023,2023-04-20,1453,LE10,52.518598,-1.349618,0
595,LE10,12.55,MFS,39.15,137.28,1.28852,0.8507944288826641,11/04/2023,2023-04-12,1453,LE10,52.518598,-1.349618,0
596,LE10,12.55,MFS,39.15,95.46,0.829286,0.3967145031528593,17/04/2023,2023-04-17,1453,LE10,52.518598,-1.349618,0
597,LE10,12.55,DX Express,6.77,4.0,0.1051,0.05073566717402334,17/04/2023,2023-04-17,1453,LE10,52.518598,-1.349618,0
598,LE10,12.55,DX Freight,25.78,57.22,0.473452,0.2639620292561469,29/03/2023,2023-03-29,1453,LE10,52.518598,-1.349618,0
599,LE10,12.55,DX Express,6.8,1.4,0.0388,0.01851851851851852,30/03/2023,2023-03-30,1453,LE10,52.518598,-1.349618,0
600,LE10,12.55,DX Freight,29.27,66.05,0.64575,0.6150793650793651,31/03/2023,2023-03-31,1453,LE10,52.518598,-1.349618,0
601,LE10,12.55,DX Freight,17.23,35.04,1.182936,0.7833333333333333,03/04/2023,2023-04-04,1453,LE10,52.518598,-1.349618,0
602,LE10,12.55,DX Express,8.95,26.16,0.0648,0.04444444444444445,12/04/2023,2023-04-12,1453,LE10,52.518598,-1.349618,0
603,LE10,12.55,DX Freight,21.89,48.0,0.07875,0.09375,30/03/2023,2023-03-30,1453,LE10,52.518598,-1.349618,0
604,LE10,12.55,MFS,41.59,300.0,0.3645,0.2857142857142857,04/04/2023,2023-04-06,1453,LE10,52.518598,-1.349618,0
605,LE10,12.55,DX Freight,12.46,23.03,0.417,0.3649272486772487,12/04/2023,2023-04-12,1453,LE10,52.518598,-1.349618,0
606,LE10,12.55,DX Freight,26.33,60.0,0.05,0.078125,17/04/2023,2023-04-17,1453,LE10,52.518598,-1.349618,0
607,LE10,12.55,MFS,39.15,170.4,0.44148,0.2777777777777778,28/03/2023,2023-03-28,1453,LE10,52.518598,-1.349618,0
608,LE10,12.55,DX Freight,22.19,48.16,2.845257142857143,1.519047619047619,05/04/2023,2023-04-05,1453,LE10,52.518598,-1.349618,0
609,LE10,12.55,MFS,39.15,170.0,0.27562,0.3333333333333333,19/04/2023,2023-04-19,1453,LE10,52.518598,-1.349618,0
610,LE10,12.55,DX Express,6.79,3.22,0.009108,0.01041666666666667,04/04/2023,2023-04-04,1453,LE10,52.518598,-1.349618,0
611,LE10,12.55,MFS,39.15,124.7,0.9175099999999999,0.8375,05/04/2023,2023-04-05,1453,LE10,52.518598,-1.349618,0
612,LE10,12.55,DX Express,6.8,5.95,0.0433,0.05364789196310935,31/03/2023,2023-03-31,1453,LE10,52.518598,-1.349618,0
613,LE10,12.55,DX Express,6.8,8.37,0.013,0.0078125,30/03/2023,2023-03-30,1453,LE10,52.518598,-1.349618,0
614,LE10,12.55,DX Freight,17.08,35.56,0.2977885714285714,0.2629960317460317,19/04/2023,2023-04-19,1453,LE10,52.518598,-1.349618,0
615,LE10,12.55,DX Express,6.77,9.9,0.075,0.04166666666666666,16/04/2023,2023-04-17,1453,LE10,52.518598,-1.349618,0
